"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"599",0,0,0,0,0,0,0,0,0,0
"600",0,1,0,0,1,0,1,1,0,1
"601",0,4,0,1,2,0,0,1,2,3
"602",1,0,1,1,0,1,0,0,1,0
"603",0,3,0,0,3,1,1,4,0,7
"604",0,0,0,0,1,0,0,0,0,1
"605",0,0,0,0,2,0,0,0,0,2
"606",0,0,0,0,0,0,0,0,0,0
"607",0,1,0,0,1,0,1,1,0,1
"608",1,1,1,1,5,2,1,2,0,5
"609",0,0,0,0,0,0,0,0,0,0
"610",0,1,0,0,2,0,0,0,0,2
"611",0,0,0,0,0,0,0,0,0,2
"612",0,1,0,0,1,0,1,0,0,2
"613",0,0,0,0,0,0,0,0,0,0
"614",0,0,1,0,0,0,0,0,2,0
"615",0,1,0,0,1,0,1,1,0,1
"616",0,1,1,0,2,1,1,1,0,3
"617",0,1,0,0,2,0,0,1,0,2
"618",0,0,0,0,0,0,0,0,0,0
"619",0,0,0,0,0,0,0,0,0,0
"620",1,1,1,1,3,4,0,0,3,5
"621",0,0,0,1,0,0,0,0,2,0
"622",2,3,0,0,3,1,1,2,1,3
"623",0,1,0,0,1,0,1,0,0,1
"624",0,0,0,0,1,0,0,0,0,1
"625",1,1,0,0,1,0,1,2,1,1
"626",2,1,1,2,0,2,1,2,3,2
"627",0,0,0,1,0,0,0,0,2,0
"628",0,1,0,0,1,0,0,1,0,1
"629",0,3,0,0,4,1,1,3,0,4
"630",0,0,0,0,0,0,0,0,0,0
"631",0,4,0,0,6,1,1,3,0,9
"632",0,1,0,0,0,0,0,0,0,0
"633",0,0,0,0,0,0,0,0,0,0
"634",0,0,0,0,1,0,0,0,0,1
"635",0,0,0,0,0,0,0,0,0,0
"636",0,0,0,0,0,0,0,2,0,3
"637",0,1,0,0,1,0,0,0,0,1
"638",0,1,0,0,0,0,0,0,0,0
"639",0,0,0,0,0,0,0,0,0,0
"640",0,1,0,0,1,0,1,1,0,1
"641",0,0,0,0,1,0,0,0,0,1
"642",0,0,0,0,1,0,0,0,0,1
"643",1,1,0,0,1,1,1,0,0,2
"644",0,0,0,0,0,0,0,0,0,0
"645",1,3,1,0,1,0,0,1,1,2
"646",0,0,0,0,0,0,0,0,0,0
"647",0,0,0,0,1,0,0,1,0,1
"648",0,3,0,1,1,1,0,1,4,3
"649",0,0,0,0,0,0,0,0,0,0
"650",0,1,0,0,1,0,1,1,0,2
"651",0,0,0,0,1,0,0,0,0,2
"652",0,0,0,0,0,0,0,0,0,0
"653",0,0,0,0,1,0,0,0,0,1
"654",0,2,0,0,1,1,0,2,1,2
"655",0,0,0,0,0,0,0,0,0,0
"656",0,0,0,0,0,0,0,0,0,0
"657",0,0,0,0,0,0,0,0,0,0
"658",0,0,0,0,0,0,0,0,0,0
"659",0,0,0,0,0,0,0,0,0,0
"660",0,1,0,0,1,0,0,1,0,1
"661",0,0,0,0,0,0,0,0,0,2
"662",1,0,1,2,0,1,0,0,2,0
"663",1,1,0,0,1,0,1,1,0,2
"664",0,1,0,0,0,0,0,0,0,0
"665",0,0,0,0,0,0,0,0,0,0
"666",0,0,0,0,0,0,0,0,0,2
"667",0,1,0,0,1,0,0,1,0,1
"668",1,0,0,0,0,1,0,0,1,0
"669",1,1,1,1,1,1,0,1,1,1
"670",0,0,0,0,1,0,0,0,0,1
"671",0,0,0,0,1,1,0,1,1,2
"672",0,1,0,0,0,0,0,0,1,1
"673",0,1,0,0,1,0,1,1,0,1
"674",0,1,0,0,0,0,0,1,0,1
"675",0,1,0,0,0,0,1,1,1,1
"676",0,0,0,0,0,0,0,1,0,1
"677",0,1,0,0,2,0,0,1,0,2
"678",0,0,0,0,0,0,0,0,0,1
"679",0,0,0,0,1,0,0,0,0,2
"680",0,0,0,0,0,0,0,0,0,0
"681",0,1,0,0,1,1,0,0,0,1
"682",0,0,0,1,0,0,0,1,1,1
"683",0,0,0,0,1,0,0,0,0,1
"684",0,2,1,0,2,0,1,2,2,3
"685",0,1,0,0,1,0,1,0,0,1
"686",0,1,0,0,2,1,0,2,0,3
"687",0,0,0,0,1,0,0,0,0,1
"688",0,1,0,0,0,0,0,0,0,0
"689",0,0,0,0,0,0,0,0,1,1
"690",0,1,0,0,1,0,1,1,0,1
"691",0,0,0,0,0,0,0,0,0,0
"692",1,1,0,0,0,0,1,0,1,3
"693",0,2,0,1,3,0,2,1,1,5
"694",0,1,0,0,1,0,0,1,0,1
"695",0,1,0,0,0,0,0,0,0,0
"696",0,0,0,0,0,0,0,0,0,0
"697",0,0,0,0,0,0,0,0,0,0
"698",0,1,0,0,1,0,0,1,0,1
"699",0,0,0,0,0,0,0,0,0,0
"700",0,0,0,0,0,0,0,1,0,1
"701",0,2,0,0,3,1,1,1,1,5
"702",1,1,0,1,1,0,1,0,2,2
"703",0,0,0,0,1,1,0,0,0,3
"704",0,0,0,0,0,0,0,0,0,0
"705",0,0,0,0,2,0,0,1,0,4
"706",0,0,0,0,0,0,0,1,0,0
"707",0,0,0,0,2,0,1,0,0,3
"708",0,2,0,0,1,1,0,1,1,1
"709",0,0,0,0,1,0,0,0,0,1
"710",0,1,0,0,0,0,0,0,0,0
"711",0,0,0,0,1,0,0,0,0,1
"712",0,1,0,0,1,0,0,1,0,1
"713",0,1,0,0,1,0,0,0,0,3
"714",0,0,0,0,2,0,0,1,0,2
"715",0,2,0,0,1,0,2,2,0,4
"716",0,1,0,1,3,1,1,1,1,4
"717",0,1,0,0,2,1,0,1,0,4
"718",1,0,1,1,1,1,1,0,1,1
"719",0,1,0,0,1,0,0,0,1,2
"720",0,1,0,0,1,0,0,1,0,2
"721",0,0,0,0,0,0,0,0,0,0
"722",0,1,0,0,3,0,0,1,0,4
"723",0,0,0,0,1,0,0,0,0,1
"724",0,2,0,0,1,0,0,0,0,1
"725",0,0,0,0,0,0,0,0,0,0
"726",0,2,0,0,2,0,1,2,0,3
"727",0,0,0,0,0,0,0,0,0,0
"728",0,1,0,0,1,0,2,0,0,4
"729",0,3,0,0,3,1,1,3,1,5
"730",0,0,0,0,0,0,0,0,0,0
"731",0,2,0,1,1,1,0,2,1,1
"732",0,1,0,0,2,0,0,2,0,4
"733",0,0,0,0,0,0,0,0,0,0
"734",0,0,0,0,0,0,0,0,0,1
"735",0,3,0,1,2,0,2,1,2,4
"736",0,0,0,0,1,1,0,0,0,1
"737",0,0,0,0,0,0,0,1,0,0
"738",0,1,0,0,1,0,1,1,0,1
"739",0,0,0,0,0,0,0,0,0,0
"740",0,0,0,0,0,0,0,0,0,0
"741",1,0,0,0,1,0,0,0,1,1
"742",0,1,0,0,1,0,1,4,0,5
"743",0,1,0,0,2,0,0,0,0,3
"744",0,0,0,0,1,0,0,0,0,1
"745",0,1,0,0,2,1,0,2,0,4
"746",0,0,0,0,0,0,0,0,0,0
"747",0,1,0,0,0,0,0,0,0,1
"748",0,2,0,0,1,0,2,2,0,2
"749",0,0,0,0,2,0,0,1,0,2
"750",0,0,0,0,0,0,0,0,0,0
"751",0,0,0,0,0,0,0,0,0,1
"752",0,0,0,0,0,0,0,0,0,1
"753",0,0,0,0,0,0,0,0,0,0
"754",0,0,0,0,1,0,0,0,0,1
"755",0,0,0,0,2,0,0,1,1,2
"756",0,0,0,0,0,0,0,0,0,0
"757",0,0,0,0,2,1,0,0,0,3
"758",0,0,0,0,0,0,0,0,0,0
"759",0,0,0,0,1,0,0,0,0,1
"760",0,0,0,0,2,1,1,0,0,2
"761",0,0,0,0,0,0,0,0,0,0
"762",0,0,0,0,0,0,0,0,0,1
"763",0,0,0,0,0,0,0,0,0,0
"764",0,1,0,0,0,0,0,0,0,0
"765",0,1,0,0,2,0,1,1,0,2
"766",0,1,0,0,1,0,0,0,1,1
"767",0,0,0,0,0,0,0,0,0,0
"768",0,0,0,0,1,1,0,0,0,1
"769",0,0,0,0,0,0,0,0,0,0
"770",0,0,0,0,0,0,0,0,0,0
"771",0,0,0,0,0,0,0,0,0,0
"772",0,3,0,0,2,1,0,1,0,7
"773",0,0,0,0,1,0,0,1,0,1
"774",0,0,0,0,0,0,0,0,0,0
"775",0,0,0,0,1,0,0,0,0,1
"776",0,3,0,1,2,0,0,2,1,4
"777",0,0,0,0,0,0,0,0,0,1
"778",0,0,0,0,1,0,1,1,0,2
"779",0,1,0,1,1,0,1,1,1,1
"780",0,0,0,0,0,0,0,0,0,0
"781",0,0,0,0,0,0,0,0,0,0
"782",0,0,0,0,1,1,0,0,0,1
"783",0,2,0,0,2,0,1,1,0,2
"784",0,0,0,0,1,1,0,0,0,1
"785",0,0,0,0,1,1,0,0,0,3
"786",0,1,0,0,0,0,0,1,1,1
"787",0,1,0,0,1,0,1,1,0,1
"788",0,1,0,0,1,0,1,1,0,1
"789",0,1,0,0,2,0,0,1,0,4
"790",1,3,0,0,3,2,0,0,1,5
"791",0,0,0,0,0,0,0,0,0,0
"792",0,0,0,0,2,1,0,0,0,2
"793",0,0,0,0,1,0,0,0,1,1
"794",0,0,0,0,1,0,0,0,0,1
"795",0,0,0,0,0,0,0,0,0,0
"796",0,4,0,1,3,0,1,1,1,4
"797",0,0,0,0,1,0,0,0,0,1
"798",0,0,0,0,1,0,0,0,0,1
"799",0,2,0,0,1,0,0,1,0,1
"800",0,0,0,0,1,0,0,1,0,1
"801",0,1,0,0,1,0,1,1,0,1
"802",0,0,0,0,2,0,1,1,0,2
"803",0,1,0,0,1,1,0,0,0,1
"804",0,0,0,1,0,1,0,1,2,1
"805",1,0,1,0,0,1,0,0,1,0
"806",0,1,0,0,1,0,0,2,0,2
"807",1,1,1,1,2,2,1,1,1,2
"808",2,2,0,1,2,1,2,3,0,4
"809",2,0,1,1,0,1,0,0,2,0
"810",1,0,0,0,2,1,0,2,1,5
"811",0,1,0,0,1,1,0,1,1,2
"812",0,0,0,0,0,0,0,0,0,1
"813",0,0,0,0,0,0,0,0,0,0
"814",0,1,0,0,1,0,0,1,0,1
"815",0,0,0,0,1,0,0,1,0,2
"816",0,1,0,0,2,1,0,1,0,4
"817",0,1,0,0,3,0,2,1,0,3
"818",0,1,0,0,1,0,1,1,0,2
"819",0,0,0,0,0,0,0,0,0,1
"820",0,0,0,0,1,0,0,0,0,1
"821",0,1,0,0,0,0,0,1,0,1
"822",1,3,0,0,3,1,1,1,0,4
"823",0,1,0,0,1,0,1,1,0,2
"824",0,1,0,0,3,1,0,0,0,3
"825",0,0,0,0,1,1,0,0,0,1
"826",0,0,0,0,1,0,0,0,0,1
"827",0,0,0,0,2,0,0,1,0,3
"828",1,2,0,0,1,0,0,2,1,2
"829",0,0,0,0,1,0,0,0,0,1
"830",0,0,0,0,0,0,0,0,0,0
"831",0,2,0,0,4,1,1,3,0,5
"832",0,0,0,0,1,0,0,0,0,1
"833",0,0,0,0,1,0,0,0,0,1
"834",0,0,0,0,1,0,0,0,0,1
"835",0,0,0,0,1,0,0,2,0,5
"836",0,4,1,1,5,1,3,4,2,8
"837",0,0,0,0,0,0,0,0,0,0
"838",0,0,0,0,1,1,0,0,0,2
"839",0,0,0,0,0,0,0,0,0,1
"840",0,0,0,0,0,0,0,0,0,0
"841",1,1,0,0,0,0,0,2,1,0
"842",0,0,0,0,0,0,1,0,0,1
"843",0,0,0,0,1,1,0,1,0,2
"844",0,0,0,0,0,0,0,0,0,0
"845",1,0,0,0,2,2,1,1,1,3
"846",0,0,0,1,1,1,0,0,1,3
"847",0,0,0,0,1,0,0,0,0,1
"848",0,0,0,0,0,0,0,0,0,0
"849",0,0,0,0,0,0,1,0,0,1
"850",0,0,0,0,0,0,0,0,0,0
"851",0,0,0,0,3,1,0,2,0,5
"852",1,2,0,0,2,1,0,4,1,4
"853",0,0,0,0,0,0,0,0,0,0
"854",0,1,0,1,1,0,1,1,1,3
"855",0,1,0,0,1,0,0,0,0,1
"856",0,0,0,0,1,0,0,0,0,1
"857",0,1,0,0,1,1,1,0,1,1
"858",0,1,0,0,1,0,0,0,0,2
"859",0,0,0,0,1,0,0,0,0,2
"860",2,2,1,0,2,3,0,3,2,4
"861",0,0,0,0,0,0,0,0,0,0
"862",0,1,0,0,0,0,0,0,0,0
"863",0,0,0,0,1,0,1,0,0,1
"864",0,0,0,0,1,0,0,0,0,1
"865",0,2,0,0,3,1,1,1,0,4
"866",0,1,0,0,1,0,1,1,0,1
"867",0,0,0,0,1,0,0,1,0,1
"868",0,0,0,0,0,0,0,0,0,0
"869",0,1,0,0,1,0,1,0,0,2
"870",0,0,0,0,0,0,0,0,0,3
"871",0,0,0,0,0,0,0,0,0,0
"872",1,0,1,0,0,1,0,0,2,0
"873",0,1,0,0,1,0,1,1,0,1
"874",0,1,0,0,1,0,1,1,0,1
"875",1,0,0,0,0,0,0,0,1,0
"876",0,0,0,0,0,0,0,0,0,1
"877",0,0,0,0,0,0,0,0,0,0
"878",0,1,0,0,3,1,1,0,0,5
"879",0,0,0,0,0,0,0,0,0,0
"880",0,0,0,0,0,0,0,0,1,0
"881",0,0,0,0,1,0,0,0,0,1
"882",0,1,0,0,1,0,0,1,0,1
"883",2,1,1,0,1,3,0,0,3,3
"884",1,1,2,2,1,3,2,1,2,2
"885",0,0,0,0,0,0,0,0,0,0
"886",0,0,0,0,0,0,0,1,0,1
"887",1,1,0,0,2,1,1,1,0,4
"888",0,1,0,0,3,1,0,0,0,4
"889",0,0,0,0,1,0,0,0,0,1
"890",0,0,0,0,0,0,0,0,0,1
"891",0,0,0,0,0,0,0,0,0,0
"892",0,0,0,0,1,0,0,0,0,1
"893",0,0,0,0,2,0,1,2,0,4
"894",0,0,0,0,1,1,0,0,0,1
"895",0,1,0,0,1,1,0,1,0,2
"896",0,0,0,0,0,0,0,0,0,0
"897",0,0,0,0,0,0,0,0,1,2
"898",0,0,0,0,1,0,0,0,0,1
"899",0,0,0,0,0,0,0,0,0,0
"900",0,0,0,0,1,0,0,0,0,1
"901",1,1,0,0,0,0,0,0,0,0
"902",0,0,0,0,0,0,0,0,0,0
"903",0,0,0,0,0,0,0,0,0,0
"904",0,1,0,1,2,0,1,2,2,3
"905",0,1,0,0,1,0,1,1,0,1
"906",0,0,0,0,1,0,0,0,0,1
"907",1,0,1,0,0,0,0,0,1,0
"908",0,1,0,0,2,1,0,1,0,3
"909",0,1,0,0,1,0,1,1,0,1
"910",0,1,0,0,1,0,0,0,0,2
"911",0,0,0,0,1,0,0,0,0,1
"912",0,0,0,0,0,2,0,2,1,2
"913",0,0,0,0,0,0,0,0,0,0
"914",0,1,0,0,1,0,0,1,0,1
"915",0,0,0,0,0,0,0,0,0,0
"916",0,0,0,0,0,0,0,0,0,1
"917",0,1,0,0,1,0,1,1,0,1
"918",0,0,0,0,0,0,0,0,0,0
"919",0,0,0,1,0,0,0,0,0,0
"920",0,0,0,0,1,0,0,0,0,1
"921",0,0,0,0,1,0,0,0,0,1
"922",0,0,0,0,0,0,0,0,0,0
"923",0,0,0,0,0,0,0,0,0,0
"924",0,0,0,0,0,0,0,0,0,0
"925",0,0,0,0,0,0,0,0,0,0
"926",1,3,1,1,1,2,0,0,4,2
"927",0,0,0,0,3,1,1,2,0,3
"928",0,1,0,1,2,1,1,0,2,2
"929",0,0,0,0,0,0,1,1,0,1
"930",0,0,0,0,0,0,0,0,0,0
"931",0,0,0,0,0,0,0,0,0,0
"932",0,2,0,0,1,0,1,1,0,1
"933",0,0,0,0,0,0,0,0,0,0
"934",0,0,0,0,0,0,0,0,0,0
"935",0,1,0,0,1,0,0,0,0,1
"936",0,0,0,0,0,0,0,0,0,0
"937",0,0,0,0,1,1,0,1,1,3
"938",0,0,0,0,1,1,0,0,0,1
"939",0,1,0,0,1,0,0,1,0,2
"940",0,1,0,0,2,1,1,1,0,3
"941",0,1,0,0,2,0,0,1,0,5
"942",0,0,0,0,0,0,0,0,0,0
"943",0,1,0,0,2,0,0,1,0,2
"944",0,0,0,0,0,0,0,0,0,0
"945",0,4,0,1,4,1,3,3,1,6
"946",0,0,0,0,1,1,0,0,0,1
"947",0,3,1,1,4,1,0,1,1,4
"948",0,0,0,0,0,0,0,0,0,0
"949",0,0,0,0,0,0,0,0,0,0
"950",2,5,1,3,1,2,2,6,4,7
"951",0,0,0,0,1,0,0,1,0,1
"952",0,1,0,0,2,1,0,1,0,2
"953",0,0,0,0,2,1,0,1,0,3
"954",0,3,0,0,4,1,3,1,1,8
"955",0,0,0,0,1,0,0,0,0,1
"956",0,0,0,0,0,0,0,0,0,0
"957",0,0,0,0,0,0,0,0,1,0
"958",0,1,0,0,0,0,0,0,0,0
"959",0,1,0,1,1,1,0,1,2,3
"960",0,0,0,0,0,1,0,0,0,0
"961",0,0,0,0,1,0,0,0,0,1
"962",0,0,0,0,0,0,0,0,0,0
"963",0,0,0,0,0,0,0,0,0,0
"964",0,3,0,0,3,2,0,4,3,4
"965",0,0,0,0,0,0,0,0,0,0
"966",0,0,0,0,1,1,0,0,1,2
"967",0,3,0,0,3,0,0,1,0,5
"968",0,0,0,0,1,0,0,0,1,1
"969",0,0,0,0,1,0,0,0,0,1
"970",0,0,0,0,0,0,0,0,0,0
"971",0,2,0,0,2,0,1,1,0,3
"972",0,1,0,0,1,0,0,0,0,2
"973",0,2,0,1,2,2,2,2,3,3
"974",0,0,0,0,1,0,0,0,0,1
"975",0,1,0,0,1,0,0,1,0,1
"976",0,1,0,0,2,0,1,1,0,3
"977",0,0,0,0,0,0,0,0,0,0
"978",0,0,0,0,0,0,0,0,0,0
"979",0,0,0,0,1,0,0,0,0,2
"980",0,1,0,0,0,0,0,1,0,1
"981",0,1,0,0,0,0,0,1,0,2
"982",0,0,0,0,1,1,0,1,0,1
"983",0,1,0,0,1,0,1,1,1,3
"984",1,1,1,1,1,2,0,0,1,2
"985",0,1,0,1,1,1,1,1,1,1
"986",0,0,0,0,0,0,0,0,0,0
"987",0,0,0,0,0,0,0,0,0,0
"988",0,0,0,0,2,1,0,0,0,3
"989",0,0,0,0,1,0,1,0,0,1
"990",0,0,0,0,1,0,0,0,0,1
"991",0,0,0,0,0,0,0,0,0,0
"992",0,0,0,0,0,0,0,0,0,0
"993",0,0,0,0,1,1,0,0,0,2
"994",0,0,0,0,0,0,0,0,0,0
"995",0,0,0,1,0,0,0,0,0,0
"996",0,1,0,0,2,1,1,1,0,3
"997",0,1,0,0,1,0,0,0,0,3
"998",0,0,0,0,1,0,0,0,0,1
"999",0,1,0,0,1,0,0,0,0,1
"1000",0,0,0,0,1,1,0,0,0,2
"1001",0,0,0,0,1,1,0,0,0,1
"1002",0,6,0,2,4,1,4,2,1,6
"1003",0,0,0,0,0,0,0,0,0,0
"1004",0,0,0,0,0,0,0,0,0,0
"1005",0,0,0,0,1,1,0,0,0,2
"1006",0,0,0,0,0,0,0,0,0,0
"1007",1,2,0,0,3,1,1,1,0,3
"1008",0,1,0,0,0,0,0,1,0,1
"1009",0,0,0,0,1,0,0,0,1,2
"1010",0,0,0,0,3,1,0,1,0,4
"1011",0,1,0,0,2,1,1,1,0,3
"1012",0,0,0,0,0,0,0,0,0,0
"1013",0,0,0,0,3,1,0,1,0,4
"1014",0,3,0,0,4,1,0,1,0,6
"1015",0,1,0,0,2,1,0,0,0,3
"1016",0,1,0,0,1,0,1,1,0,1
"1017",0,0,0,0,1,1,0,0,0,1
"1018",0,0,0,0,0,0,0,0,0,0
"1019",0,0,0,0,0,0,0,0,0,0
"1020",0,0,0,0,1,1,0,0,1,1
"1021",0,2,0,0,1,0,0,1,0,1
"1022",0,1,0,0,1,0,0,1,0,1
"1023",2,0,1,0,0,1,0,0,2,0
"1024",0,0,0,0,0,0,0,1,0,0
"1025",0,1,0,0,2,0,0,1,0,3
"1026",0,1,0,0,2,1,1,1,0,2
"1027",0,0,0,0,1,0,1,1,0,1
"1028",0,2,0,0,3,1,1,2,0,3
"1029",0,0,0,0,1,0,0,0,0,1
"1030",0,0,0,0,1,0,0,0,0,1
"1031",0,1,0,0,1,0,0,0,0,1
"1032",0,1,0,0,2,1,0,0,0,2
"1033",0,1,0,0,0,0,0,1,0,1
"1034",0,0,0,0,0,0,0,0,0,0
"1035",0,0,0,1,2,1,0,0,0,2
"1036",0,1,0,0,3,1,1,1,0,3
"1037",0,0,0,0,0,0,0,0,0,0
"1038",0,1,0,0,2,1,1,1,0,2
"1039",0,0,0,0,1,0,0,0,0,2
"1040",0,0,0,0,0,0,0,0,0,0
"1041",0,0,0,0,0,0,0,0,0,0
"1042",0,0,0,0,0,0,0,0,1,0
"1043",0,0,0,0,0,0,0,0,0,0
"1044",0,0,0,0,0,0,0,0,0,0
"1045",0,0,0,0,0,0,0,0,0,0
"1046",0,0,0,0,0,0,0,0,0,0
"1047",0,0,0,0,0,0,0,0,0,1
"1048",0,0,0,0,1,0,0,0,0,1
"1049",0,0,0,0,1,0,0,0,0,1
"1050",0,1,0,0,1,0,0,0,0,2
"1051",0,1,0,1,0,0,0,0,0,0
"1052",0,2,0,0,2,1,0,1,0,4
"1053",0,0,0,0,0,0,0,0,0,0
"1054",0,0,0,0,0,0,0,0,0,0
"1055",0,1,0,1,0,0,1,1,1,1
"1056",0,3,0,0,1,0,0,2,1,4
"1057",1,2,0,4,1,1,1,4,4,3
"1058",0,3,0,1,3,3,1,1,2,8
"1059",1,1,0,0,1,0,0,0,2,2
"1060",0,1,0,0,0,0,0,1,0,1
"1061",0,1,0,1,0,2,0,0,3,0
"1062",0,0,0,0,1,0,0,0,0,1
"1063",0,0,0,0,1,1,0,0,0,2
"1064",0,2,0,1,2,0,1,1,1,2
"1065",0,1,0,1,1,0,1,1,1,2
"1066",0,0,0,0,1,0,0,0,0,1
"1067",0,1,0,0,2,1,0,1,0,3
"1068",0,1,0,2,0,2,1,0,3,0
"1069",0,0,0,0,1,0,0,0,0,1
"1070",0,0,0,0,1,0,0,0,0,1
"1071",0,0,0,0,0,0,0,0,0,0
"1072",0,0,0,0,1,0,0,0,0,1
"1073",0,1,0,0,0,1,0,0,1,1
"1074",0,0,0,0,0,0,0,0,0,0
"1075",0,5,0,0,5,2,1,4,1,7
"1076",0,0,0,0,1,0,0,0,0,1
"1077",0,1,0,1,0,0,1,0,1,0
"1078",0,0,0,0,1,0,0,0,0,1
"1079",1,2,0,0,0,1,1,1,1,3
"1080",0,0,0,0,0,0,0,0,0,0
"1081",0,0,0,0,1,0,0,0,0,1
"1082",0,1,0,1,1,0,1,0,1,1
"1083",1,0,0,0,2,0,0,0,1,2
"1084",0,0,0,0,0,0,0,0,0,1
"1085",0,0,0,0,1,0,0,0,0,1
"1086",1,0,1,1,1,3,2,0,2,1
"1087",0,1,0,0,1,0,1,1,1,1
"1088",0,0,0,0,0,1,0,0,1,0
"1089",0,1,0,1,1,0,1,0,2,2
"1090",0,0,0,0,0,0,0,0,0,1
"1091",0,0,0,0,0,0,0,0,0,1
"1092",0,4,0,1,3,0,2,4,1,5
"1093",0,1,0,0,1,0,0,1,0,3
"1094",0,1,0,0,1,0,1,1,0,1
"1095",0,0,0,0,0,0,0,0,0,0
"1096",0,0,0,0,1,0,0,0,0,1
"1097",0,1,0,0,1,0,1,1,0,1
"1098",0,1,0,0,1,0,0,1,0,1
"1099",2,1,1,0,2,1,2,2,2,3
"1100",0,1,0,0,2,0,0,2,0,2
"1101",1,1,0,0,2,0,0,2,1,3
"1102",0,2,0,0,2,0,1,0,0,2
"1103",0,0,0,0,1,0,0,0,0,3
"1104",1,4,0,1,2,1,1,2,2,5
"1105",3,1,0,0,0,1,0,1,3,2
"1106",0,1,0,0,1,0,1,1,0,1
"1107",0,3,0,1,3,0,1,2,2,3
"1108",0,2,0,0,3,2,0,1,1,6
"1109",0,2,0,0,1,0,0,1,0,1
"1110",0,2,0,1,0,1,0,0,1,0
"1111",0,0,0,0,0,0,0,0,0,0
"1112",0,0,0,0,0,0,0,0,0,0
"1113",0,0,0,0,0,0,0,0,0,0
"1114",0,1,1,1,2,3,0,3,1,6
"1115",0,0,0,0,3,2,0,1,0,4
"1116",0,0,0,0,0,0,0,0,1,0
"1117",0,1,0,0,1,0,0,1,0,1
"1118",0,1,0,0,2,0,0,0,0,2
"1119",0,0,0,0,0,0,0,0,0,0
"1120",0,0,0,0,0,0,0,0,0,0
"1121",0,2,0,1,2,1,1,2,1,3
"1122",0,0,0,0,1,0,0,0,0,1
"1123",0,1,0,0,2,1,0,1,0,2
"1124",1,3,0,0,1,0,2,2,2,1
"1125",0,1,0,0,1,0,0,0,0,1
"1126",0,1,0,0,2,0,1,1,1,2
"1127",0,1,0,1,0,0,0,0,0,0
"1128",0,0,0,0,0,0,0,0,0,0
"1129",0,0,0,1,2,2,0,1,1,3
"1130",0,3,0,1,3,2,3,1,1,4
"1131",0,0,0,0,0,0,0,0,0,0
"1132",0,0,0,0,1,0,0,0,0,2
"1133",2,4,1,1,2,2,0,4,3,4
"1134",0,1,0,1,0,0,1,0,1,0
"1135",0,0,0,0,0,0,0,1,0,1
"1136",0,1,0,0,1,1,0,1,1,3
"1137",0,2,1,0,1,1,0,1,1,4
"1138",0,1,0,1,1,0,1,0,1,2
"1139",0,0,0,0,1,0,0,0,0,1
"1140",0,0,0,0,1,0,0,0,0,1
"1141",0,0,0,0,1,0,0,0,0,1
"1142",0,0,0,0,0,0,0,0,0,0
"1143",0,0,0,0,0,0,0,0,0,2
"1144",0,0,0,0,0,0,0,0,0,0
"1145",0,0,0,0,0,0,0,0,0,1
"1146",0,1,0,0,1,0,0,2,0,4
"1147",0,0,0,1,2,1,1,0,1,2
"1148",0,0,0,0,1,0,0,2,0,2
"1149",0,1,0,0,1,0,0,0,0,2
"1150",0,0,0,0,1,0,0,0,0,1
"1151",0,0,0,0,0,0,0,0,0,0
"1152",0,0,0,0,0,0,0,0,0,0
"1153",0,3,0,2,5,0,2,3,2,7
"1154",0,2,0,1,1,0,1,1,1,2
"1155",0,1,0,0,1,0,0,0,0,1
"1156",0,1,0,0,1,0,1,1,0,1
"1157",0,0,0,0,0,1,0,0,1,0
"1158",0,2,0,0,3,0,1,3,0,5
"1159",0,0,0,0,1,1,0,0,0,1
"1160",0,1,0,0,0,0,0,1,1,0
"1161",0,0,0,0,2,0,0,1,0,3
"1162",0,0,0,0,0,0,0,0,0,0
"1163",0,1,0,0,1,0,0,1,0,2
"1164",0,1,0,0,1,0,1,1,0,1
"1165",0,0,0,0,0,0,0,0,0,0
"1166",0,1,0,1,1,0,1,0,1,2
"1167",0,2,0,0,2,1,0,1,1,3
"1168",0,1,0,0,2,0,0,0,0,2
"1169",0,0,0,0,0,0,0,0,0,0
"1170",0,0,0,0,0,0,0,0,0,0
"1171",0,3,0,1,2,1,1,1,0,4
"1172",0,1,0,0,0,0,0,1,1,3
"1173",0,0,0,0,1,0,0,0,0,1
"1174",0,0,0,0,1,0,0,0,0,1
"1175",0,0,0,0,0,0,0,0,0,2
"1176",1,0,1,1,0,1,0,1,1,3
"1177",0,1,0,0,1,0,0,1,0,1
"1178",0,0,0,0,0,0,0,0,0,0
"1179",0,0,0,0,0,0,0,0,0,0
"1180",0,2,0,0,1,0,1,1,0,1
"1181",0,0,0,0,0,0,0,0,0,0
"1182",0,3,0,0,3,0,2,2,0,4
"1183",0,1,0,0,1,0,0,0,0,2
"1184",0,0,0,0,1,0,0,0,0,1
"1185",0,1,0,1,1,0,1,0,1,2
"1186",0,0,0,0,0,0,0,0,0,0
"1187",1,1,0,0,0,0,0,1,1,0
"1188",1,1,1,1,1,1,0,1,1,1
"1189",0,2,0,0,0,0,0,3,1,1
"1190",0,1,0,1,0,0,0,0,1,0
"1191",0,0,0,0,0,0,0,0,0,0
"1192",0,0,0,0,1,0,0,0,0,2
"1193",0,0,0,1,2,1,1,1,1,3
"1194",0,3,0,1,2,1,1,2,1,3
"1195",0,0,0,0,0,0,0,0,0,0
"1196",0,1,0,1,1,0,1,0,1,4
